SECTOR IES,NIVEL DE FORMACIÓN,NIVEL ACADÉMICO,MODALIDAD,ÁREA DE CONOCIMIENTO,CARÁCTER IES,IES ACREDITADA,PROGRAMA ACREDITADO,SEXO,DEPARTAMENTO DE OFERTA DEL PROGRAMA,SEMESTRE,MATRICULADOS,GRADUADOS,MATRICULADOS PRIMER CURSO,TASA_NO_GRADUACION,RIESGO_DESERCION
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,343.0,14.0,37.0,0.9591836734693877,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,330.0,16.0,31.0,0.9515151515151515,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,519.0,26.0,63.0,0.9499036608863198,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,493.0,26.0,49.0,0.947261663286004,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,403.0,27.0,35.0,0.9330024813895782,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,402.0,19.0,31.0,0.9527363184079602,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,219.0,16.0,15.0,0.9269406392694064,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,224.0,15.0,22.0,0.9330357142857143,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,285.0,9.0,37.0,0.968421052631579,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,271.0,16.0,29.0,0.940959409594096,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,212.0,7.0,29.0,0.9669811320754716,1
Oficial,Universitario,Pregrado,Presencial,"Agronomía, veterinaria y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,211.0,9.0,18.0,0.957345971563981,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,186.0,5.0,18.0,0.9731182795698925,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,190.0,11.0,22.0,0.9421052631578948,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,181.0,14.0,20.0,0.9226519337016574,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,175.0,21.0,26.0,0.88,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,238.0,7.0,28.0,0.9705882352941176,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,232.0,16.0,20.0,0.9310344827586207,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,266.0,19.0,21.0,0.9285714285714286,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,270.0,18.0,29.0,0.9333333333333333,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,104.0,8.0,11.0,0.9230769230769231,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,113.0,9.0,15.0,0.9203539823008849,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,197.0,13.0,22.0,0.934010152284264,1
Oficial,Universitario,Pregrado,Presencial,Bellas artes,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,185.0,13.0,19.0,0.9297297297297298,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,552.0,43.0,44.0,0.9221014492753623,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,547.0,37.0,51.0,0.9323583180987203,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,302.0,25.0,45.0,0.9172185430463576,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,296.0,22.0,35.0,0.9256756756756757,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,169.0,0.0,4.0,1.0,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,168.0,28.0,30.0,0.8333333333333334,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,134.0,4.0,0.0,0.9701492537313433,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,131.0,23.0,24.0,0.8244274809160306,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,676.0,48.0,54.0,0.9289940828402367,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,670.0,50.0,49.0,0.9253731343283582,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,827.0,76.0,74.0,0.9081015719467956,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,820.0,61.0,68.0,0.925609756097561,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,284.0,20.0,19.0,0.9295774647887324,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,294.0,21.0,28.0,0.9285714285714286,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,125.0,11.0,16.0,0.912,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,117.0,11.0,9.0,0.905982905982906,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,400.0,27.0,27.0,0.9325,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,409.0,19.0,34.0,0.9535452322738386,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,265.0,20.0,32.0,0.9245283018867925,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,271.0,13.0,21.0,0.9520295202952029,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,165.0,10.0,28.0,0.9393939393939394,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,149.0,6.0,1.0,0.9597315436241611,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,57.0,6.0,10.0,0.8947368421052632,1
Oficial,Universitario,Pregrado,Presencial,Ciencias de la salud,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,48.0,6.0,0.0,0.875,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,187.0,14.0,19.0,0.9251336898395722,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,184.0,17.0,17.0,0.907608695652174,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,205.0,17.0,21.0,0.9170731707317074,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,201.0,12.0,23.0,0.9402985074626866,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,349.0,27.0,24.0,0.9226361031518625,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,327.0,27.0,21.0,0.9174311926605505,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,300.0,21.0,34.0,0.9299999999999999,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,290.0,15.0,28.0,0.9482758620689655,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,373.0,21.0,31.0,0.9436997319034852,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,343.0,30.0,29.0,0.9125364431486881,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,134.0,7.0,13.0,0.9477611940298507,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,121.0,13.0,8.0,0.8925619834710744,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,200.0,11.0,18.0,0.945,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,201.0,11.0,15.0,0.945273631840796,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,230.0,10.0,24.0,0.9565217391304348,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,222.0,19.0,25.0,0.9144144144144144,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,383.0,16.0,31.0,0.95822454308094,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,380.0,26.0,38.0,0.9315789473684211,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,540.0,28.0,59.0,0.9481481481481482,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,548.0,34.0,63.0,0.9379562043795621,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,292.0,15.0,30.0,0.9486301369863014,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,284.0,19.0,31.0,0.9330985915492958,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,781.0,36.0,100.0,0.9539052496798975,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,742.0,40.0,86.0,0.9460916442048517,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,345.0,23.0,59.0,0.9333333333333333,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,359.0,26.0,56.0,0.9275766016713092,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,601.0,30.0,86.0,0.9500831946755408,1
Oficial,Universitario,Pregrado,Presencial,"Economía, administración, contaduría y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,580.0,49.0,79.0,0.9155172413793103,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,69.0,7.0,6.0,0.8985507246376812,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,69.0,8.0,10.0,0.8840579710144928,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,268.0,9.0,31.0,0.9664179104477612,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,233.0,26.0,29.0,0.8884120171673819,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,84.0,7.0,17.0,0.9166666666666666,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,82.0,5.0,4.0,0.9390243902439024,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,184.0,8.0,42.0,0.9565217391304348,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,163.0,12.0,7.0,0.9263803680981595,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,386.0,15.0,45.0,0.961139896373057,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,377.0,29.0,39.0,0.9230769230769231,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,365.0,17.0,44.0,0.9534246575342465,1
Oficial,Universitario,Pregrado,Presencial,Ciencias sociales y humanas,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,364.0,26.0,46.0,0.9285714285714286,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,210.0,11.0,19.0,0.9476190476190476,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,201.0,9.0,21.0,0.9552238805970149,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,411.0,16.0,55.0,0.9610705596107056,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,398.0,13.0,45.0,0.9673366834170855,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,271.0,7.0,23.0,0.974169741697417,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,280.0,13.0,31.0,0.9535714285714285,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,1014.0,51.0,104.0,0.9497041420118343,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,956.0,64.0,87.0,0.9330543933054394,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,76.0,9.0,9.0,0.881578947368421,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,71.0,6.0,2.0,0.9154929577464789,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,553.0,15.0,55.0,0.972875226039783,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,547.0,26.0,61.0,0.9524680073126143,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,78.0,4.0,5.0,0.9487179487179487,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,78.0,5.0,9.0,0.9358974358974359,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,688.0,28.0,66.0,0.9593023255813954,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,681.0,38.0,69.0,0.9441997063142438,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,517.0,32.0,51.0,0.9381044487427466,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,507.0,29.0,43.0,0.9428007889546351,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,707.0,39.0,76.0,0.9448373408769448,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,684.0,35.0,71.0,0.9488304093567251,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,304.0,12.0,24.0,0.9605263157894737,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,309.0,21.0,32.0,0.9320388349514563,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,517.0,38.0,63.0,0.9264990328820116,1
Oficial,Universitario,Pregrado,Presencial,"Ingeniería, arquitectura, urbanismo y afines",Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,533.0,31.0,54.0,0.9418386491557224,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,272.0,15.0,21.0,0.9448529411764706,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,267.0,20.0,27.0,0.9250936329588015,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,306.0,18.0,31.0,0.9411764705882353,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,285.0,29.0,31.0,0.8982456140350877,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,141.0,9.0,19.0,0.9361702127659575,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,122.0,10.0,7.0,0.9180327868852459,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,320.0,22.0,30.0,0.93125,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,309.0,15.0,35.0,0.9514563106796117,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,123.0,6.0,8.0,0.9512195121951219,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,116.0,8.0,9.0,0.9310344827586207,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,536.0,18.0,55.0,0.9664179104477612,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,526.0,27.0,54.0,0.9486692015209125,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,119.0,9.0,9.0,0.9243697478991597,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,115.0,4.0,9.0,0.9652173913043478,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,289.0,17.0,29.0,0.9411764705882353,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,271.0,24.0,21.0,0.9114391143911439,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,63.0,3.0,8.0,0.9523809523809523,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,60.0,6.0,10.0,0.9,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,203.0,13.0,27.0,0.9359605911330049,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,195.0,18.0,26.0,0.9076923076923077,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,248.0,20.0,16.0,0.9193548387096774,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,260.0,15.0,35.0,0.9423076923076923,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,336.0,24.0,41.0,0.9285714285714286,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,311.0,23.0,33.0,0.9260450160771704,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",1.0,329.0,25.0,29.0,0.9240121580547113,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Femenino,"Bogotá, D.C.",2.0,315.0,33.0,28.0,0.8952380952380953,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",1.0,316.0,32.0,29.0,0.8987341772151899,1
Oficial,Universitario,Pregrado,Presencial,Matemáticas y ciencias naturales,Universidad,Si,Si,Masculino,"Bogotá, D.C.",2.0,308.0,23.0,29.0,0.9253246753246753,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,11.0,0.0,2.0,1.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,11.0,2.0,0.0,0.8181818181818181,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,14.0,4.0,4.0,0.7142857142857143,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,14.0,0.0,0.0,1.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,12.0,1.0,2.0,0.9166666666666666,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,12.0,0.0,0.0,1.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,5.0,1.0,1.0,0.8,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,5.0,1.0,0.0,0.8,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",1.0,6.0,1.0,0.0,0.8333333333333334,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Femenino,"Bogotá, D.C.",2.0,6.0,0.0,0.0,1.0,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",1.0,7.0,2.0,3.0,0.7142857142857143,1
Oficial,Especialización médico quirúrgica,Posgrado,Presencial,Ciencias de la salud,Universidad,Si,No,Masculino,"Bogotá, D.C.",2.0,7.0,0.0,0.0,1.0,1
